beta,gamma
0.138256,0.034477
0.173400,0.039508
0.352324,0.018175
0.223629,0.026692
0.344353,0.029524
0.247499,0.070676
0.323423,0.077775
0.153384,0.025289
0.165235,0.038516
0.195511,0.027588
0.305190,0.020317
0.193477,0.065040
0.143663,0.041971
0.354369,0.029326
0.451247,0.032115
0.332621,0.052887
0.182938,0.030261
0.344582,0.025509
0.245694,0.026230
0.185747,0.062216
0.144840,0.038470
0.179609,0.029824
0.283675,0.016170
0.319006,0.018121
0.204541,0.021279
0.232751,0.071864
0.255294,0.108366
0.156852,0.023206
0.428204,0.029606
0.248291,0.064622
0.450967,0.014789
0.306239,0.032811
0.246937,0.029688
0.147379,0.036764
0.107473,0.024809
0.146177,0.028878
0.221128,0.033417
0.280362,0.068446
0.241811,0.100293
0.144953,0.015963
0.283391,0.016400
0.155828,0.037603
0.183642,0.046611
0.241386,0.064121
0.155130,0.048841
0.193795,0.045192
0.167671,0.054646
0.291204,0.101686
0.409444,0.027433
0.194537,0.014880
0.467236,0.017999
0.219013,0.040169
0.216651,0.015036
0.257067,0.024932
0.426751,0.039752
0.334778,0.016060
0.202358,0.063636
0.149231,0.018503
0.237431,0.015169
0.159861,0.014143
0.147198,0.038946
0.343499,0.032771
0.139149,0.021235
0.217736,0.025346
0.235842,0.025324
0.496794,0.017819
0.137438,0.029885
0.212646,0.025356
0.150112,0.023956
0.245840,0.020293
0.225432,0.013358
0.162106,0.016717
0.213143,0.037946
0.179491,0.047913
0.213917,0.041246
0.216202,0.021180
0.207019,0.068429
0.224247,0.038977
0.327925,0.047881
0.329065,0.042528
0.360179,0.020618
0.314674,0.087330
0.254742,0.036011
0.251118,0.038249
0.127259,0.026420
0.144377,0.039282
0.160824,0.019194
0.301326,0.017391
0.431367,0.032794
0.312750,0.019001
0.181118,0.027497
0.339681,0.013414
0.310733,0.013088
0.149639,0.040328
0.255318,0.067171
0.442598,0.056186
0.311894,0.113714
0.264205,0.101400
0.212544,0.084480
0.167535,0.038289
0.327891,0.048335
0.323774,0.092587
0.160641,0.018557
0.328374,0.054308
0.339789,0.042613
0.246822,0.041360
0.319179,0.067357
0.278995,0.045453
0.134169,0.024999
0.285516,0.039597
0.420561,0.020827
0.330317,0.014093
0.343269,0.067463
0.181676,0.024865
0.287510,0.033356
0.259057,0.064982
0.219716,0.044479
0.389345,0.045106
0.423642,0.038045
0.172074,0.057717
0.229514,0.065100
0.192559,0.044264
0.311579,0.015208
0.154521,0.018721
0.353642,0.053205
0.268061,0.101625
0.174493,0.014112
0.174641,0.033576
0.198680,0.059947
0.209200,0.050959
0.138609,0.029130
0.235226,0.081375
0.167052,0.019695
0.140699,0.015231
0.295365,0.065836
0.129549,0.023906
0.162075,0.018881
0.246571,0.036853
0.347474,0.013584
0.199805,0.023656
0.257583,0.064462
0.352702,0.029622
0.160577,0.018011
0.189296,0.063793
0.258363,0.018649
0.399234,0.050926
0.252072,0.032078
0.281242,0.015932
0.328089,0.074961
0.292744,0.098452
0.472575,0.045733
0.317581,0.022504
0.271226,0.095903
0.428951,0.019367
0.353655,0.029416
0.402430,0.014067
0.187697,0.041032
0.167840,0.015259
0.264240,0.055293
0.529521,0.029543
0.341547,0.046162
0.225089,0.085497
0.185854,0.036893
0.251488,0.062268
0.308786,0.032067
0.226990,0.022012
0.196297,0.067339
0.239175,0.069343
0.155159,0.033838
0.237735,0.013141
0.255543,0.030515
0.166269,0.018062
0.259650,0.012653
0.159108,0.024701
0.264178,0.037045
0.211179,0.039999
0.198061,0.070785
0.312587,0.022504
0.217247,0.031923
0.116445,0.019363
0.143471,0.051095
0.397413,0.016759
0.172171,0.015621
0.259921,0.017968
0.189557,0.016575
0.184870,0.040841
0.329495,0.057166
0.421615,0.039119
0.124325,0.033706
0.197842,0.017450
0.142010,0.037142
0.369846,0.060030
0.195458,0.013113
0.423312,0.045058
0.144362,0.028324
0.219986,0.013565
0.128545,0.020230
0.312390,0.015834
0.262327,0.068031
0.156434,0.026713
0.178987,0.023408
0.261300,0.036767
0.212839,0.031683
0.374071,0.024863
0.345814,0.021016
0.482040,0.036386
0.274482,0.023117
0.286890,0.027011
0.225616,0.081182
0.316581,0.095237
0.140466,0.017945
0.169376,0.056099
0.144939,0.018671
0.180115,0.036076
0.200081,0.015747
0.240650,0.015142
0.322399,0.051142
0.275500,0.088514
0.473024,0.038902
0.251971,0.098930
0.151731,0.019805
0.127554,0.022059
0.177428,0.041972
0.329401,0.078299
0.137641,0.022597
0.212320,0.016047
0.429168,0.034578
0.303314,0.016281
0.189726,0.016837
0.220803,0.066754
0.155573,0.020253
0.198043,0.020659
0.226071,0.039523
0.201357,0.045153
0.303444,0.051356
0.275991,0.043212
0.160895,0.039976
0.257012,0.017221
0.228022,0.022411
0.337013,0.012608
0.232364,0.077462
0.185415,0.040784
0.233366,0.015270
0.270125,0.028021
0.455077,0.015330
0.125581,0.025946
0.155439,0.022780
0.200550,0.023965
0.141958,0.023522
0.163819,0.025646
0.423732,0.014638
0.123239,0.018489
0.280654,0.024145
0.184503,0.014948
0.194992,0.057365
0.365364,0.050212
0.226569,0.057791
0.380175,0.014928
0.234986,0.061573
0.280204,0.059624
0.390670,0.056783
0.234914,0.023692
0.152532,0.057372
0.254370,0.073043
0.300191,0.093773
0.247507,0.016607
0.195881,0.020307
0.423360,0.045207
0.246668,0.014647
0.252975,0.043579
0.212827,0.029037
0.321489,0.035043
0.310820,0.019686
0.428948,0.018981
0.479609,0.022743
0.185133,0.021135
0.126789,0.020157
0.130083,0.019492
0.247834,0.068867
0.246193,0.043486
0.271437,0.026017
0.186867,0.049397
0.144444,0.026731
0.446373,0.022318
0.468482,0.022563
0.224928,0.080926
0.196217,0.057353
0.135747,0.021066
0.354768,0.013362
0.189953,0.028196
0.173063,0.018961
0.238554,0.026477
0.118056,0.023928
0.179815,0.020088
0.373243,0.015120
0.210639,0.012962
0.250440,0.028424
0.246750,0.047953
0.242928,0.042937
0.255462,0.017480
0.131222,0.035527
0.156201,0.013890
0.374460,0.059153
0.254345,0.017067
0.232159,0.060692
0.161031,0.046330
0.205313,0.077297
0.455893,0.027655
0.177611,0.035855
0.286266,0.026155
0.273874,0.027554
0.141249,0.017655
0.288520,0.042365
0.239291,0.062989
0.152606,0.027647
0.234661,0.015783
0.467883,0.034896
0.265293,0.029180
0.260970,0.016941
0.190519,0.057331
0.525660,0.035194
0.380132,0.022837
0.294229,0.077227
0.218995,0.036655
0.255602,0.035600
0.324262,0.013902
0.211611,0.079224
0.251892,0.026490
0.463868,0.048177
0.273279,0.071518
0.186320,0.054923
0.165005,0.033630
0.238320,0.091942
0.210107,0.041877
0.305882,0.047242
0.531307,0.029292
0.265279,0.087650
0.402591,0.026368
0.450178,0.015493
0.238252,0.040635
0.287057,0.039811
0.214496,0.012945
0.230450,0.034875
0.480512,0.021991
0.342995,0.048991
0.189750,0.049692
0.239727,0.043537
0.154777,0.028758
0.524235,0.041254
0.236766,0.033506
0.296788,0.064663
0.310772,0.030439
0.400453,0.023186
0.197409,0.033928
0.164437,0.040172
0.212987,0.038647
0.186442,0.036447
0.158978,0.037025
0.202129,0.064590
0.399377,0.015000
0.285212,0.025269
0.159045,0.021977
0.341946,0.042572
0.359532,0.039374
0.281986,0.100254
0.157134,0.032532
0.229856,0.025564
0.123485,0.017451
0.139340,0.035435
0.329184,0.059935
0.134868,0.014329
0.150971,0.036334
0.191456,0.034123
0.438410,0.044687
0.251219,0.024299
0.276498,0.083102
0.143581,0.040494
0.281531,0.111618
0.428476,0.014890
0.214133,0.028588
0.430918,0.020785
0.163460,0.024357
0.140226,0.032295
0.417408,0.044766
0.257079,0.046067
0.323859,0.023319
0.232837,0.013264
0.218347,0.071211
0.165489,0.022675
0.185057,0.031090
0.131654,0.019002
0.208317,0.094571
0.288421,0.073636
0.219011,0.067847
0.155132,0.021670
0.290537,0.022502
0.322896,0.025406
0.319717,0.014655
0.304437,0.015280
0.379767,0.028711
0.441497,0.017184
0.138337,0.027902
0.288841,0.014973
0.338194,0.052700
0.304480,0.019662
0.382014,0.029706
0.376239,0.018386
0.265019,0.060573
0.177808,0.020869
0.341592,0.016465
0.146242,0.025315
0.291903,0.038077
0.170717,0.026028
0.165381,0.026830
0.261700,0.103086
0.244718,0.037059
0.325447,0.017216
0.164056,0.026981
0.428903,0.040163
0.323092,0.012560
0.143597,0.021991
0.249893,0.048753
0.247979,0.066261
0.451588,0.024897
0.165834,0.017869
0.233967,0.055574
0.166942,0.014232
0.300960,0.069087
0.397624,0.045994
0.174749,0.033260
0.210154,0.026958
0.153477,0.016742
0.271639,0.019076
0.450272,0.040849
0.142141,0.030722
0.311976,0.041119
0.281355,0.061975
0.258713,0.085178
0.282238,0.042152
0.143264,0.032994
0.383629,0.053938
0.467128,0.015284
0.242081,0.030695
0.281827,0.105133
0.282543,0.037813
0.258357,0.018113
0.172303,0.019155
0.200119,0.026475
0.253257,0.067057
0.221452,0.044650
0.268820,0.029741
0.412932,0.044916
0.289685,0.059874
0.165024,0.020809
0.206258,0.045786
0.143368,0.039520
0.186299,0.026270
0.328772,0.041981
0.135242,0.028836
0.181572,0.054018
0.200916,0.046490
0.171327,0.012676
0.249603,0.023708
0.211331,0.013080
0.145166,0.014110
0.227567,0.028865
0.274087,0.017528
0.219417,0.044329
0.185885,0.062254
0.402453,0.014773
0.227054,0.016337
0.163622,0.033244
0.292716,0.034750
0.132522,0.025352
0.170930,0.028123
0.237758,0.012823
0.258108,0.063981
0.152069,0.037996
0.306213,0.099899
0.201622,0.016252
0.279885,0.034339
0.218382,0.014848
0.247342,0.016545
0.315247,0.040787
0.279716,0.018009
0.160496,0.023418
0.296456,0.077649
0.205194,0.024419
0.336182,0.066666
0.209403,0.063496
0.241456,0.071670
0.145016,0.037073
0.290078,0.060562
0.385639,0.043361
0.268597,0.057942
0.124561,0.029877
0.251712,0.019034
0.192886,0.053661
0.284327,0.047682
0.245834,0.073942
0.319861,0.020043
0.138739,0.015372
0.294666,0.016088
0.119182,0.018391
0.176050,0.040118
0.294597,0.026302
0.275141,0.099658
0.127482,0.026232
0.159386,0.024426
0.383315,0.040575
0.250607,0.029401
0.262762,0.040709
0.218215,0.022644
0.377597,0.054326
0.209691,0.038648
0.334557,0.022030
0.145177,0.033957
0.156963,0.033336
0.286829,0.014896
0.311221,0.025653
0.334363,0.049745
0.261509,0.030805
0.232134,0.080638
0.366363,0.020139
0.117939,0.023613
0.155391,0.039227
0.406988,0.038201
0.230626,0.065360
0.225557,0.062273
0.464963,0.035647
0.307698,0.034967
0.441477,0.039716
0.169307,0.016337
0.170889,0.016812
0.285051,0.013573
0.163034,0.032225
0.339342,0.062554
0.505065,0.046179
0.437185,0.038609
0.332757,0.024028
0.150674,0.029926
0.241687,0.019207
0.313101,0.027787
0.147877,0.017719
0.165332,0.022735
0.322209,0.041443
0.121586,0.031876
0.150798,0.054405
0.142434,0.033356
0.157188,0.032833
0.337915,0.052328
0.206571,0.051219
0.241178,0.059158
0.324990,0.127490
0.136548,0.023313
0.155376,0.039519
0.160800,0.041479
0.182797,0.039483
0.460495,0.031592
0.180116,0.028620
0.236728,0.017378
0.305012,0.099725
0.221014,0.029860
0.392304,0.028059
0.132698,0.022892
0.129573,0.023706
0.478688,0.023316
0.391359,0.028543
0.344436,0.025464
0.187441,0.039436
0.134462,0.029508
0.157394,0.024130
0.140878,0.035214
0.307865,0.029606
0.183669,0.020088
0.299209,0.080817
0.293554,0.053601
0.134349,0.015258
0.189713,0.015574
0.309495,0.016161
0.278321,0.015065
0.170211,0.035014
0.167512,0.016989
0.375376,0.070023
0.284699,0.022083
0.301131,0.016965
0.460792,0.020062
0.363508,0.058411
0.193217,0.013990
0.194068,0.040691
0.416276,0.045859
0.161822,0.037572
0.181274,0.039504
0.532550,0.047074
0.226943,0.075021
0.289260,0.084363
0.148829,0.017656
0.208550,0.015751
0.164643,0.025164
0.162413,0.019506
0.240745,0.053103
0.239760,0.096441
0.118406,0.019015
0.423252,0.025279
0.363229,0.028658
0.153610,0.050075
0.141731,0.033999
0.160378,0.025516
0.469728,0.026421
0.200171,0.033281
0.310917,0.023525
0.291543,0.013029
0.309469,0.074196
0.379313,0.016270
0.184713,0.065978
0.267795,0.035830
0.193199,0.015278
0.184364,0.041750
0.253254,0.093185
0.161668,0.043385
0.502107,0.028670
0.201211,0.027427
0.229179,0.022214
0.308855,0.023823
0.358460,0.017187
0.266091,0.026453
0.282742,0.023413
0.317283,0.013452
0.214259,0.013006
0.152570,0.031130
0.230565,0.020825
0.295150,0.036586
0.178975,0.038051
0.361163,0.026418
0.155516,0.031805
0.277836,0.074039
0.242022,0.083725
0.278772,0.104556
0.252077,0.017677
0.306443,0.086076
0.117935,0.027095
0.209956,0.014953
0.130529,0.021856
0.373396,0.063475
0.260570,0.056698
0.187409,0.063972
0.219125,0.046513
0.171361,0.023950
0.286181,0.037236
0.371502,0.052341
0.267853,0.015106
0.110910,0.021612
0.309095,0.047495
0.301166,0.024240
0.350317,0.069876
0.118823,0.019938
0.235739,0.017443
0.268955,0.022883
0.221921,0.040339
0.136282,0.026259
0.213771,0.025342
0.228864,0.018382
0.280658,0.067900
0.150672,0.014183
0.256073,0.017265
0.353243,0.055207
0.319385,0.094157
0.155679,0.027500
0.343274,0.016343
0.304843,0.064386
0.159163,0.041246
0.308540,0.066646
0.210519,0.030530
0.299593,0.020012
0.352890,0.017539
0.188939,0.022590
0.372923,0.020247
0.319929,0.055206
0.250860,0.064546
0.234627,0.074811
0.471927,0.048582
0.142140,0.048583
0.141745,0.024436
0.240972,0.077575
0.319662,0.061307
0.312928,0.014663
0.177562,0.023812
0.295583,0.071767
0.289177,0.033461
0.492593,0.022454
0.176935,0.016863
0.150323,0.023418
0.198986,0.035269
0.292429,0.029807
0.436185,0.015527
0.289491,0.018999
0.404654,0.047620
0.124436,0.024189
0.488347,0.032527
0.197465,0.023402
0.152190,0.039257
0.161794,0.018875
0.291558,0.076829
0.265907,0.015591
0.142428,0.031642
0.397029,0.017035
0.233964,0.058247
0.399459,0.039871
0.329093,0.051503
0.282663,0.014420
0.208924,0.022570
0.187060,0.015975
0.473370,0.015727
0.192780,0.053347
0.210531,0.077547
0.355479,0.032534
0.224408,0.015671
0.244715,0.101391
0.208779,0.013978
0.212124,0.073950
0.396258,0.021988
0.121088,0.026750
0.163131,0.021681
0.130301,0.017660
0.239563,0.020163
0.272517,0.082912
0.281594,0.013157
0.227591,0.016688
0.359861,0.046746
0.138646,0.039803
0.227483,0.054065
0.151252,0.036388
0.289431,0.034485
0.218127,0.048526
0.271181,0.027120
0.153046,0.046704
0.203462,0.017113
0.188009,0.022350
0.341838,0.072881
0.229721,0.036333
0.467994,0.024626
0.348253,0.032686
0.222060,0.048761
0.234236,0.013052
0.180344,0.014486
0.313428,0.031452
0.287977,0.013502
0.201653,0.048061
0.260055,0.044773
0.293238,0.017891
0.166925,0.049205
0.179859,0.018543
0.309775,0.078749
0.354520,0.041896
0.285824,0.022135
0.130761,0.023115
0.134485,0.020187
0.133246,0.023904
0.183463,0.045664
0.344648,0.019351
0.218632,0.017480
0.424105,0.050357
0.177620,0.062040
0.378477,0.022123
0.415010,0.027470
0.288367,0.082996
0.325604,0.017837
0.125259,0.020193
0.159774,0.018074
0.360861,0.027714
0.295395,0.013476
0.183707,0.062885
0.135800,0.022586
0.162983,0.013753
0.138161,0.035450
0.259849,0.039436
0.377491,0.017372
0.174820,0.013697
0.352481,0.016314
0.258425,0.043508
0.157849,0.018245
0.265902,0.028689
0.492180,0.015921
0.152425,0.036089
0.302213,0.046315
0.188634,0.025076
0.349644,0.013264
0.342735,0.038061
0.409705,0.020927
0.200520,0.058416
0.136948,0.026481
0.224098,0.072727
0.238738,0.030080
0.231517,0.014405
0.189922,0.024433
0.300679,0.053930
0.302521,0.073710
0.227673,0.032646
0.291194,0.048951
0.172916,0.032223
0.197298,0.040838
0.155121,0.021011
0.235961,0.021808
0.169256,0.061024
0.306487,0.023699
0.197507,0.033328
0.146862,0.019936
0.450172,0.015388
0.136633,0.021431
0.273408,0.019836
0.246861,0.037470
0.133702,0.043845
0.288094,0.027434
0.297924,0.012069
0.188726,0.025547
0.378812,0.049094
0.237865,0.013542
0.191288,0.019106
0.341761,0.034402
0.453288,0.041222
0.232559,0.019402
0.227302,0.016879
0.151295,0.036941
0.294692,0.089739
0.238048,0.028569
0.441796,0.031163
0.427431,0.035535
0.244620,0.085811
0.378574,0.030770
0.190245,0.051777
0.221570,0.039894
0.244126,0.014664
0.500064,0.044063
0.127159,0.023777
0.159738,0.040605
0.368028,0.043928
0.171680,0.023614
0.137904,0.020674
0.191992,0.034073
0.265149,0.017927
0.155566,0.021748
0.321154,0.048673
0.248047,0.016019
0.187049,0.012615
0.248756,0.013147
0.291963,0.091727
0.204893,0.062903
0.130475,0.030866
0.153954,0.030172
0.137674,0.034462
0.131194,0.035025
0.307755,0.039890
0.364457,0.019175
0.317828,0.020950
0.408595,0.021541
0.133741,0.024798
0.203701,0.052937
0.160828,0.013210
0.328547,0.016736
0.118502,0.023560
0.240610,0.047505
0.349079,0.020907
0.325697,0.034462
0.223020,0.017672
0.430200,0.034539
0.264463,0.015343
0.167795,0.028212
0.313158,0.013871
0.357488,0.043728
0.155947,0.035370
0.443301,0.020217
0.229500,0.026903
0.224194,0.032539
0.202818,0.025831
0.239069,0.082331
0.271712,0.017660
0.245334,0.023571
0.253467,0.087554
0.278572,0.038810
0.256943,0.040374
0.391282,0.026160
0.107978,0.018100
0.393290,0.016633
0.329406,0.021136
0.130545,0.020392
0.355295,0.020528
0.391515,0.037275
0.200819,0.017345
0.134738,0.038602
0.272614,0.012965
0.199411,0.065193
0.344834,0.026201
0.226339,0.029920
0.206034,0.024358
0.344992,0.011865
0.461390,0.021950
0.441035,0.042880
0.124382,0.027372
0.380732,0.038855
0.127334,0.036668
0.234719,0.017161
0.422257,0.032700
0.133382,0.028641
0.263492,0.051957
0.391919,0.049054
0.306934,0.035879
0.355716,0.048917
0.295795,0.053572
0.272932,0.061232
0.296417,0.037801
0.298776,0.029663
0.147165,0.014133
0.287344,0.015023
0.179010,0.039105
0.169586,0.027507
0.188043,0.038652
0.242537,0.016291
0.387996,0.026703
0.473869,0.028661
0.184243,0.013173
0.214026,0.024671
0.152903,0.027502
0.150388,0.042648
0.386196,0.056224
0.249971,0.025790
0.243774,0.037552
0.212735,0.064881
0.299375,0.090026
0.398625,0.015388
0.192032,0.020353
0.240062,0.061922
0.245467,0.036006
0.113225,0.027588
0.135403,0.017556
0.258844,0.115648
0.188679,0.036636
0.450990,0.044241
0.292035,0.025051
0.311059,0.069743
0.169811,0.036507
0.334624,0.024934
0.210655,0.013756
0.165609,0.032559
0.284870,0.017514
0.252470,0.028690
0.457589,0.037824
0.235860,0.056256
0.363946,0.023920
0.341187,0.030992
0.137602,0.036000
0.303148,0.050573
0.441915,0.027434
0.435477,0.022916
0.345705,0.051174
0.306934,0.083776
0.292147,0.071727
0.325458,0.020039
0.122366,0.018884
0.382726,0.015959
0.333086,0.030066
0.168509,0.017460
0.175185,0.047044
0.355331,0.034320
0.239264,0.015609
0.254411,0.046576
0.140625,0.032855
0.265851,0.083086
0.395356,0.031951
0.164241,0.036232
0.236485,0.055068
0.181189,0.023339
0.176294,0.028922
0.219405,0.031434
0.241481,0.025446
0.284296,0.029468
0.486036,0.024409
0.402325,0.028677
0.147693,0.041350
0.192648,0.016741
0.130603,0.030848
0.310576,0.055700
0.349309,0.028244
0.258406,0.046110
0.133115,0.017798
0.202396,0.037703
0.271957,0.046028
0.231945,0.042333
0.136808,0.015603
0.333252,0.069085
0.233207,0.013020
0.273098,0.025013
0.165225,0.027596
0.302991,0.037978
0.191259,0.012904
0.306329,0.023731
0.427133,0.020797
0.425955,0.023010
0.206530,0.021809
0.404423,0.014097
0.320694,0.120064
0.491647,0.035592
0.203366,0.070947
0.449342,0.020197
0.283160,0.035945
0.439805,0.018643
0.345061,0.039478
0.270146,0.019150
0.209693,0.014165
0.191222,0.038637
0.390143,0.039753
0.137819,0.015131
0.380392,0.014319
0.212708,0.017382
0.319995,0.045944
0.122451,0.019564
0.242414,0.013821
0.141702,0.025592
0.127814,0.042154
0.256476,0.025168
0.249918,0.017427
0.238651,0.078225
0.133527,0.033187
0.237720,0.054672
0.295237,0.088313
0.181760,0.045456
0.326047,0.022417
0.158641,0.019627
0.171582,0.034888
0.174433,0.013904
0.195223,0.015556
0.195750,0.016425
0.382255,0.039193
0.290915,0.045819
0.182789,0.016912
0.254505,0.016605
0.262344,0.082586
0.195762,0.074160
0.425458,0.017672
0.466724,0.017669
0.155733,0.017517
0.345562,0.015844
0.138929,0.015321
0.331826,0.035995
0.259101,0.023183
0.360379,0.037019
0.311327,0.063306
0.235794,0.084303
0.137775,0.023446
0.123478,0.017988
0.128078,0.037364
0.265810,0.073601
0.310950,0.013992
0.406185,0.032772
0.343304,0.084094
0.134372,0.016416
0.338310,0.035313
0.442092,0.021276
0.252136,0.043563
0.288275,0.015563
0.130816,0.031264
0.148193,0.014238
0.335494,0.044300
0.381190,0.015101
0.224622,0.063241
0.372584,0.052657
0.182400,0.013656
0.284956,0.015571
0.315676,0.048693
0.244635,0.058578
0.127655,0.033702
0.205720,0.016804
0.309318,0.065092
0.220463,0.015487
0.198554,0.014644
0.370147,0.018863
0.288880,0.072665
0.180375,0.045680
0.518502,0.038216
0.293420,0.014414
0.271384,0.040182
0.144924,0.045786
0.214284,0.021694
0.217579,0.041885
0.145693,0.013674
0.374006,0.047042
0.192410,0.029141
0.168152,0.022334
0.432955,0.019858
0.306320,0.024109
0.429939,0.054019
0.289058,0.029698
0.216327,0.031094
0.268412,0.109655
0.221942,0.061987
0.259321,0.014588
0.171263,0.015641
0.259308,0.019220
0.216445,0.097551
0.186033,0.015074
0.344354,0.018134
0.183931,0.051962
